index,Error_flag,Violation_flag,Error_related_hits,Violation_related_hits,Dropped_both,y3
100,0,1,0,2,0,2
101,0,1,0,2,0,2
102,0,1,0,2,0,2
103,0,1,0,2,0,2
104,0,1,0,2,0,2
105,0,1,0,2,0,2
106,0,1,0,2,0,2
107,0,1,0,1,0,2
108,0,1,0,2,0,2
109,0,1,0,2,0,2
110,0,1,0,2,0,2
111,0,1,0,2,0,2
112,0,1,0,2,0,2
114,0,1,0,2,0,2
115,0,1,0,2,0,2
116,0,1,0,2,0,2
117,0,1,0,2,0,2
118,0,1,0,2,0,2
119,0,1,0,2,0,2
120,0,1,0,2,0,2
121,0,1,0,2,0,2
122,0,1,0,1,0,2
123,0,1,0,2,0,2
124,0,1,0,2,0,2
125,0,1,0,2,0,2
126,0,1,0,2,0,2
127,0,1,0,2,0,2
128,0,1,0,2,0,2
129,0,0,0,0,0,0
130,0,1,0,2,0,2
131,0,1,0,3,0,2
132,0,1,0,2,0,2
133,0,0,0,0,0,0
134,0,1,0,2,0,2
135,0,1,0,2,0,2
136,0,1,0,2,0,2
137,0,1,0,2,0,2
138,0,1,0,2,0,2
139,0,1,0,2,0,2
140,0,1,0,2,0,2
141,0,1,0,2,0,2
142,0,0,0,0,0,0
143,0,1,0,2,0,2
144,0,1,0,2,0,2
145,0,1,0,2,0,2
146,0,1,0,2,0,2
147,0,1,0,2,0,2
148,0,1,0,1,0,2
149,0,1,0,2,0,2
150,0,1,0,2,0,2
151,0,1,0,2,0,2
152,0,1,0,2,0,2
153,0,1,0,2,0,2
154,0,1,0,1,0,2
155,0,1,0,2,0,2
156,0,1,0,2,0,2
157,0,1,0,2,0,2
158,0,1,0,2,0,2
159,0,1,0,2,0,2
160,0,1,0,2,0,2
161,0,1,0,2,0,2
162,0,1,0,2,0,2
163,0,1,0,2,0,2
164,0,1,0,3,0,2
165,0,1,0,1,0,2
166,0,1,0,3,0,2
167,0,1,0,2,0,2
168,0,1,0,2,0,2
169,1,0,1,0,0,1
170,0,1,0,2,0,2
171,0,0,0,0,0,0
172,0,1,0,2,0,2
173,0,1,0,2,0,2
174,0,1,0,2,0,2
175,0,1,0,2,0,2
176,0,1,0,2,0,2
177,0,1,0,2,0,2
178,0,1,0,2,0,2
180,0,1,0,2,0,2
181,0,1,0,2,0,2
182,0,1,0,2,0,2
183,0,1,0,2,0,2
184,0,0,0,0,0,0
185,0,1,0,2,0,2
186,0,1,0,2,0,2
187,0,0,0,0,0,0
188,0,1,0,2,0,2
189,0,1,0,2,0,2
190,0,1,0,3,0,2
191,0,0,0,0,0,0
192,0,1,0,2,0,2
193,0,1,0,2,0,2
194,0,1,0,2,0,2
195,0,1,0,2,0,2
196,0,1,0,2,0,2
197,0,1,0,2,0,2
198,0,1,0,2,0,2
199,0,1,0,2,0,2
200,0,1,0,2,0,2
201,0,1,0,2,0,2
202,0,1,0,2,0,2
203,0,1,0,2,0,2
204,0,1,0,2,0,2
205,0,1,0,2,0,2
206,0,1,0,2,0,2
207,0,0,0,0,0,0
208,0,1,0,2,0,2
209,0,1,0,2,0,2
210,0,1,0,2,0,2
211,0,0,0,0,0,0
212,0,1,0,2,0,2
213,0,1,0,1,0,2
214,0,1,0,2,0,2
215,0,1,0,2,0,2
216,0,1,0,2,0,2
217,0,1,0,3,0,2
218,0,1,0,2,0,2
219,0,1,0,2,0,2
220,0,1,0,2,0,2
221,0,1,0,2,0,2
222,0,1,0,2,0,2
223,0,1,0,2,0,2
225,0,1,0,2,0,2
226,0,1,0,2,0,2
227,0,1,0,2,0,2
228,0,1,0,2,0,2
229,0,1,0,2,0,2
230,0,1,0,2,0,2
231,0,1,0,2,0,2
232,0,1,0,2,0,2
233,0,1,0,2,0,2
234,0,1,0,2,0,2
235,0,1,0,2,0,2
236,0,1,0,2,0,2
237,0,1,0,2,0,2
238,0,1,0,2,0,2
239,0,1,0,1,0,2
240,0,1,0,2,0,2
241,0,1,0,2,0,2
242,0,1,0,2,0,2
243,0,1,0,2,0,2
244,0,1,0,2,0,2
245,0,0,0,0,0,0
246,0,1,0,2,0,2
247,0,1,0,2,0,2
248,0,0,0,0,0,0
249,0,1,0,2,0,2
250,0,0,0,0,0,0
251,0,1,0,2,0,2
252,0,1,0,2,0,2
253,0,1,0,1,0,2
254,0,1,0,1,0,2
255,0,1,0,2,0,2
256,0,1,0,1,0,2
257,0,1,0,2,0,2
258,0,1,0,2,0,2
259,0,1,0,2,0,2
260,0,1,0,2,0,2
261,0,0,0,0,0,0
262,0,1,0,2,0,2
263,0,1,0,2,0,2
265,0,0,0,0,0,0
266,0,1,0,2,0,2
267,0,1,0,2,0,2
268,0,1,0,1,0,2
269,0,1,0,3,0,2
270,0,1,0,3,0,2
271,0,1,0,2,0,2
272,0,1,0,1,0,2
273,0,0,0,0,0,0
274,0,0,0,0,0,0
275,0,1,0,2,0,2
276,0,1,0,2,0,2
277,0,1,0,2,0,2
278,0,1,0,3,0,2
279,0,1,0,2,0,2
280,0,1,0,2,0,2
281,0,1,0,2,0,2
282,0,1,0,2,0,2
283,0,1,0,2,0,2
284,0,1,0,2,0,2
285,0,1,0,2,0,2
286,0,1,0,2,0,2
287,0,1,0,2,0,2
288,0,1,0,2,0,2
289,1,0,1,0,0,1
290,0,1,0,2,0,2
291,0,1,0,2,0,2
292,0,1,0,2,0,2
293,0,1,0,2,0,2
294,0,0,0,0,0,0
295,0,1,0,2,0,2
296,0,1,0,1,0,2
297,0,1,0,2,0,2
298,0,1,0,2,0,2
299,0,1,0,2,0,2
300,0,0,0,0,0,0
301,0,0,0,0,0,0
302,0,0,0,0,0,0
303,0,1,0,2,0,2
304,0,1,0,2,0,2
305,0,1,0,1,0,2
306,0,0,0,0,0,0
307,0,1,0,2,0,2
308,0,1,0,2,0,2
309,0,1,0,1,0,2
310,0,1,0,2,0,2
312,1,0,1,0,0,1
313,1,0,1,0,0,1
315,0,0,0,0,0,0
316,0,0,0,0,0,0
317,0,1,0,1,0,2
318,0,0,0,0,0,0
319,1,0,1,0,0,1
321,1,0,1,0,0,1
323,1,0,1,0,0,1
324,0,0,0,0,0,0
325,1,0,1,0,0,1
326,0,1,0,1,0,2
327,0,0,0,0,0,0
328,0,1,0,1,0,2
329,0,1,0,3,0,2
330,0,1,0,1,0,2
331,0,0,0,0,0,0
332,0,0,0,0,0,0
333,0,0,0,0,0,0
335,0,0,0,0,0,0
336,0,1,0,2,0,2
337,0,1,0,1,0,2
338,0,0,0,0,0,0
339,0,1,0,2,0,2
340,1,0,1,0,0,1
341,0,1,0,1,0,2
342,1,0,1,0,0,1
343,1,0,1,0,0,1
344,0,0,0,0,0,0
345,0,0,0,0,0,0
347,0,0,0,0,0,0
350,0,0,0,0,0,0
351,1,0,1,0,0,1
352,0,1,0,2,0,2
353,1,0,1,0,0,1
354,0,1,0,2,0,2
355,1,0,1,0,0,1
356,0,1,0,1,0,2
357,1,0,1,0,0,1
358,0,1,0,2,0,2
359,1,0,1,0,0,1
360,0,0,0,0,0,0
361,1,0,1,0,0,1
362,1,0,2,0,0,1
363,0,0,0,0,0,0
364,1,0,1,0,0,1
365,0,1,0,1,0,2
366,1,0,1,0,0,1
367,0,1,0,2,0,2
368,0,1,0,2,0,2
370,0,0,0,0,0,0
371,1,0,1,0,0,1
372,0,1,0,1,0,2
373,0,1,0,1,0,2
374,0,0,0,0,0,0
375,0,0,0,0,0,0
376,1,0,1,0,0,1
377,0,0,0,0,0,0
378,1,0,1,0,0,1
380,1,0,2,0,0,1
381,0,0,0,0,0,0
382,1,0,1,0,0,1
383,0,0,0,0,0,0
385,0,1,0,1,0,2
386,0,0,0,0,0,0
388,0,1,0,1,0,2
389,1,0,1,0,0,1
390,0,0,0,0,0,0
391,0,0,0,0,0,0
392,0,0,0,0,0,0
393,0,0,0,0,0,0
394,0,1,0,2,0,2
395,1,0,1,0,0,1
396,0,0,0,0,0,0
397,1,0,1,0,0,1
398,0,1,0,1,0,2
399,0,0,0,0,0,0
400,0,0,0,0,0,0
401,1,0,1,0,0,1
402,0,1,0,2,0,2
406,1,0,1,0,0,1
407,0,1,0,1,0,2
408,1,0,1,0,0,1
409,0,0,0,0,0,0
410,0,1,0,2,0,2
411,0,0,0,0,0,0
412,1,0,1,0,0,1
413,0,0,0,0,0,0
414,0,0,0,0,0,0
415,0,1,0,1,0,2
416,1,0,1,0,0,1
417,0,0,0,0,0,0
418,1,0,1,0,0,1
419,0,0,0,0,0,0
420,0,0,0,0,0,0
422,1,0,1,0,0,1
423,1,0,1,0,0,1
424,1,0,1,0,0,1
425,1,0,1,0,0,1
426,1,0,1,0,0,1
427,0,1,0,1,0,2
429,0,0,0,0,0,0
430,0,1,0,2,0,2
431,1,0,1,0,0,1
432,0,0,0,0,0,0
433,0,1,0,1,0,2
434,0,0,0,0,0,0
435,1,0,1,0,0,1
436,0,0,0,0,0,0
437,1,0,1,0,0,1
438,0,0,0,0,0,0
439,1,0,1,0,0,1
440,0,0,0,0,0,0
441,1,0,1,0,0,1
442,0,0,0,0,0,0
443,1,0,1,0,0,1
444,0,0,0,0,0,0
445,1,0,1,0,0,1
446,0,1,0,1,0,2
447,0,1,0,1,0,2
448,0,0,0,0,0,0
449,1,0,1,0,0,1
450,1,0,1,0,0,1
451,1,0,1,0,0,1
452,0,0,0,0,0,0
453,0,1,0,1,0,2
454,0,0,0,0,0,0
455,1,0,1,0,0,1
456,0,0,0,0,0,0
457,0,1,0,1,0,2
459,0,0,0,0,0,0
460,1,0,1,0,0,1
461,0,0,0,0,0,0
462,1,0,1,0,0,1
463,0,1,0,2,0,2
464,0,0,0,0,0,0
465,0,1,0,2,0,2
466,1,0,1,0,0,1
467,0,0,0,0,0,0
468,0,0,0,0,0,0
469,1,0,1,0,0,1
470,0,0,0,0,0,0
471,0,0,0,0,0,0
472,0,1,0,1,0,2
473,0,1,0,1,0,2
474,0,0,0,0,0,0
477,0,1,0,1,0,2
478,0,0,0,0,0,0
479,1,0,1,0,0,1
480,1,0,1,0,0,1
481,0,0,0,0,0,0
482,0,1,0,1,0,2
483,1,0,1,0,0,1
484,0,0,0,0,0,0
485,0,0,0,0,0,0
486,0,0,0,0,0,0
487,1,0,1,0,0,1
488,0,1,0,1,0,2
489,0,1,0,1,0,2
490,1,0,1,0,0,1
491,0,1,0,1,0,2
492,1,0,2,0,0,1
493,0,1,0,1,0,2
494,0,1,0,2,0,2
495,0,1,0,1,0,2
496,1,0,1,0,0,1
497,0,1,0,1,0,2
498,1,0,1,0,0,1
499,0,0,0,0,0,0
500,1,0,1,0,0,1
501,0,1,0,1,0,2
502,1,0,1,0,0,1
503,0,0,0,0,0,0
504,0,0,0,0,0,0
505,0,0,0,0,0,0
506,0,1,0,1,0,2
507,1,0,1,0,0,1
508,0,0,0,0,0,0
509,0,1,0,2,0,2
510,0,1,0,1,0,2
511,0,1,0,1,0,2
512,0,0,0,0,0,0
513,0,0,0,0,0,0
514,0,0,0,0,0,0
515,1,0,1,0,0,1
516,0,0,0,0,0,0
517,0,1,0,2,0,2
518,0,0,0,0,0,0
519,0,0,0,0,0,0
520,0,0,0,0,0,0
521,0,1,0,1,0,2
522,1,0,1,0,0,1
523,1,0,1,0,0,1
524,1,0,1,0,0,1
525,0,0,0,0,0,0
526,1,0,1,0,0,1
527,0,1,0,2,0,2
528,0,1,0,1,0,2
529,0,1,0,1,0,2
530,0,1,0,1,0,2
531,0,1,0,2,0,2
533,1,0,1,0,0,1
534,1,0,1,0,0,1
535,1,0,1,0,0,1
536,0,1,0,1,0,2
537,0,1,0,1,0,2
538,1,0,1,0,0,1
539,0,0,0,0,0,0
540,0,0,0,0,0,0
541,0,0,0,0,0,0
542,0,0,0,0,0,0
543,1,0,1,0,0,1
544,0,1,0,1,0,2
545,0,1,0,1,0,2
546,1,0,1,0,0,1
547,0,1,0,1,0,2
548,0,1,0,1,0,2
549,0,1,0,1,0,2
551,1,0,1,0,0,1
552,1,0,1,0,0,1
553,0,1,0,1,0,2
554,0,0,0,0,0,0
555,1,0,1,0,0,1
556,0,1,0,1,0,2
557,0,0,0,0,0,0
558,1,0,1,0,0,1
559,0,0,0,0,0,0
560,0,0,0,0,0,0
561,0,1,0,1,0,2
562,1,0,1,0,0,1
563,0,0,0,0,0,0
564,1,0,1,0,0,1
565,0,0,0,0,0,0
566,0,0,0,0,0,0
567,1,0,1,0,0,1
568,0,1,0,1,0,2
569,1,0,1,0,0,1
570,0,1,0,2,0,2
571,1,0,1,0,0,1
572,1,0,1,0,0,1
573,0,0,0,0,0,0
574,0,0,0,0,0,0
575,0,1,0,1,0,2
576,0,0,0,0,0,0
577,1,0,1,0,0,1
578,0,1,0,1,0,2
579,0,0,0,0,0,0
580,0,0,0,0,0,0
581,1,0,1,0,0,1
582,1,0,1,0,0,1
583,0,1,0,1,0,2
584,0,1,0,2,0,2
585,0,1,0,2,0,2
586,0,1,0,1,0,2
587,0,0,0,0,0,0
588,0,1,0,1,0,2
589,0,1,0,2,0,2
590,0,0,0,0,0,0
592,0,0,0,0,0,0
593,0,0,0,0,0,0
594,1,0,1,0,0,1
595,0,0,0,0,0,0
596,0,1,0,1,0,2
597,0,1,0,1,0,2
599,0,1,0,1,0,2
600,1,0,1,0,0,1
601,1,0,1,0,0,1
602,1,0,2,0,0,1
603,0,0,0,0,0,0
604,0,0,0,0,0,0
605,0,0,0,0,0,0
606,0,0,0,0,0,0
607,1,0,1,0,0,1
608,0,1,0,1,0,2
610,0,0,0,0,0,0
611,0,0,0,0,0,0
612,0,0,0,0,0,0
613,0,1,0,1,0,2
615,0,0,0,0,0,0
616,0,0,0,0,0,0
617,0,1,0,1,0,2
618,0,0,0,0,0,0
619,0,1,0,1,0,2
620,0,0,0,0,0,0
621,1,0,1,0,0,1
622,0,0,0,0,0,0
623,0,1,0,1,0,2
624,0,0,0,0,0,0
625,1,0,1,0,0,1
626,0,0,0,0,0,0
627,0,0,0,0,0,0
628,0,0,0,0,0,0
629,1,0,1,0,0,1
630,1,0,1,0,0,1
631,1,0,1,0,0,1
632,0,1,0,1,0,2
633,0,0,0,0,0,0
634,0,1,0,1,0,2
635,0,1,0,1,0,2
636,0,1,0,1,0,2
637,0,0,0,0,0,0
638,0,0,0,0,0,0
639,0,0,0,0,0,0
640,1,0,1,0,0,1
641,0,1,0,1,0,2
642,0,1,0,2,0,2
643,0,1,0,2,0,2
644,0,0,0,0,0,0
645,1,0,1,0,0,1
646,0,1,0,1,0,2
647,0,1,0,1,0,2
648,1,0,2,0,0,1
649,0,1,0,1,0,2
650,0,0,0,0,0,0
651,0,0,0,0,0,0
652,0,0,0,0,0,0
653,1,0,1,0,0,1
654,0,0,0,0,0,0
655,0,1,0,1,0,2
656,0,1,0,1,0,2
657,0,0,0,0,0,0
658,0,0,0,0,0,0
659,0,1,0,1,0,2
660,0,0,0,0,0,0
661,0,0,0,0,0,0
662,0,0,0,0,0,0
663,1,0,1,0,0,1
665,0,1,0,1,0,2
666,1,0,1,0,0,1
667,1,0,1,0,0,1
668,0,1,0,2,0,2
670,0,0,0,0,0,0
671,0,1,0,1,0,2
672,0,1,0,1,0,2
673,0,0,0,0,0,0
674,0,1,0,1,0,2
675,1,0,1,0,0,1
676,1,0,1,0,0,1
677,0,0,0,0,0,0
678,1,0,1,0,0,1
679,0,0,0,0,0,0
680,0,1,0,2,0,2
681,1,0,1,0,0,1
682,1,0,1,0,0,1
683,0,0,0,0,0,0
684,1,0,1,0,0,1
685,0,0,0,0,0,0
686,0,0,0,0,0,0
687,1,0,1,0,0,1
688,0,0,0,0,0,0
689,0,0,0,0,0,0
691,0,1,0,1,0,2
692,0,1,0,1,0,2
694,0,0,0,0,0,0
695,1,0,1,0,0,1
696,0,0,0,0,0,0
697,0,1,0,2,0,2
698,0,0,0,0,0,0
699,0,0,0,0,0,0
700,1,0,1,0,0,1
701,0,0,0,0,0,0
702,0,0,0,0,0,0
703,0,0,0,0,0,0
704,0,0,0,0,0,0
705,0,1,0,1,0,2
706,1,0,1,0,0,1
707,0,0,0,0,0,0
708,0,0,0,0,0,0
709,1,0,1,0,0,1
710,1,0,1,0,0,1
711,0,1,0,1,0,2
712,0,0,0,0,0,0
713,1,0,1,0,0,1
714,1,0,1,0,0,1
715,1,0,1,0,0,1
716,0,1,0,1,0,2
717,0,0,0,0,0,0
718,0,1,0,1,0,2
719,0,1,0,1,0,2
720,0,0,0,0,0,0
721,0,0,0,0,0,0
722,1,0,1,0,0,1
723,0,0,0,0,0,0
724,0,1,0,1,0,2
725,0,1,0,1,0,2
726,0,1,0,2,0,2
727,1,0,1,0,0,1
729,1,0,1,0,0,1
730,0,0,0,0,0,0
731,0,0,0,0,0,0
732,1,0,1,0,0,1
733,1,0,2,0,0,1
734,1,0,1,0,0,1
735,1,0,1,0,0,1
736,1,0,2,0,0,1
737,0,0,0,0,0,0
738,0,0,0,0,0,0
739,1,0,1,0,0,1
740,0,1,0,1,0,2
741,0,0,0,0,0,0
742,1,0,1,0,0,1
743,0,0,0,0,0,0
744,1,0,1,0,0,1
745,0,1,0,1,0,2
746,0,0,0,0,0,0
747,0,0,0,0,0,0
748,0,0,0,0,0,0
749,0,1,0,2,0,2
750,0,1,0,2,0,2
751,1,0,1,0,0,1
752,0,1,0,2,0,2
753,0,0,0,0,0,0
754,0,0,0,0,0,0
755,0,1,0,2,0,2
756,0,1,0,1,0,2
757,0,0,0,0,0,0
758,0,0,0,0,0,0
759,0,0,0,0,0,0
760,1,0,1,0,0,1
761,0,0,0,0,0,0
762,0,1,0,1,0,2
763,0,1,0,2,0,2
764,1,0,1,0,0,1
765,1,0,1,0,0,1
766,0,1,0,1,0,2
768,0,1,0,1,0,2
770,0,1,0,1,0,2
772,0,0,0,0,0,0
773,0,0,0,0,0,0
774,0,1,0,1,0,2
775,1,0,1,0,0,1
776,1,0,1,0,0,1
778,0,1,0,2,0,2
780,0,0,0,0,0,0
781,0,0,0,0,0,0
782,1,0,1,0,0,1
783,1,0,1,0,0,1
784,0,0,0,0,0,0
785,1,0,1,0,0,1
786,0,0,0,0,0,0
787,1,0,1,0,0,1
788,1,0,1,0,0,1
789,0,1,0,1,0,2
790,0,0,0,0,0,0
791,1,0,1,0,0,1
792,0,0,0,0,0,0
793,0,0,0,0,0,0
794,0,0,0,0,0,0
795,0,0,0,0,0,0
796,0,1,0,1,0,2
797,1,0,1,0,0,1
798,1,0,1,0,0,1
799,0,0,0,0,0,0
800,0,0,0,0,0,0
801,0,0,0,0,0,0
802,0,0,0,0,0,0
803,1,0,1,0,0,1
804,1,0,1,0,0,1
805,0,1,0,1,0,2
806,1,0,1,0,0,1
807,0,0,0,0,0,0
808,1,0,1,0,0,1
809,0,1,0,1,0,2
810,1,0,1,0,0,1
811,0,1,0,1,0,2
812,0,1,0,1,0,2
813,0,0,0,0,0,0
814,0,1,0,2,0,2
815,0,1,0,1,0,2
816,0,0,0,0,0,0
817,0,0,0,0,0,0
818,0,1,0,1,0,2
820,0,1,0,2,0,2
821,0,0,0,0,0,0
822,1,0,1,0,0,1
823,0,1,0,1,0,2
824,0,0,0,0,0,0
825,1,0,1,0,0,1
826,0,1,0,1,0,2
827,0,0,0,0,0,0
828,0,0,0,0,0,0
829,0,0,0,0,0,0
830,0,0,0,0,0,0
831,0,1,0,2,0,2
832,0,1,0,1,0,2
833,1,0,1,0,0,1
834,0,0,0,0,0,0
836,1,0,1,0,0,1
837,1,0,1,0,0,1
838,1,0,1,0,0,1
839,1,0,1,0,0,1
840,0,0,0,0,0,0
841,0,1,0,2,0,2
842,1,0,1,0,0,1
843,0,0,0,0,0,0
844,1,0,1,0,0,1
845,0,1,0,1,0,2
846,1,0,1,0,0,1
847,0,1,0,1,0,2
848,0,1,0,1,0,2
849,0,1,0,1,0,2
850,0,1,0,1,0,2
851,0,0,0,0,0,0
852,1,0,1,0,0,1
853,0,0,0,0,0,0
854,1,0,1,0,0,1
855,1,0,1,0,0,1
856,0,1,0,2,0,2
857,0,1,0,1,0,2
858,0,1,0,1,0,2
859,0,0,0,0,0,0
860,0,0,0,0,0,0
861,0,1,0,1,0,2
862,0,0,0,0,0,0
863,0,1,0,1,0,2
864,0,0,0,0,0,0
865,0,0,0,0,0,0
866,1,0,1,0,0,1
867,0,0,0,0,0,0
869,0,1,0,1,0,2
870,0,0,0,0,0,0
871,0,0,0,0,0,0
872,0,0,0,0,0,0
873,0,0,0,0,0,0
874,0,1,0,2,0,2
876,0,1,0,1,0,2
877,0,0,0,0,0,0
878,0,1,0,1,0,2
879,0,0,0,0,0,0
880,0,1,0,1,0,2
881,0,1,0,1,0,2
882,0,0,0,0,0,0
883,0,0,0,0,0,0
884,0,1,0,1,0,2
886,0,0,0,0,0,0
887,0,1,0,1,0,2
888,0,1,0,1,0,2
889,0,0,0,0,0,0
890,1,0,1,0,0,1
891,1,0,1,0,0,1
892,0,0,0,0,0,0
893,0,1,0,1,0,2
894,1,0,1,0,0,1
895,0,0,0,0,0,0
896,1,0,1,0,0,1
897,0,0,0,0,0,0
898,1,0,1,0,0,1
899,1,0,1,0,0,1
900,0,1,0,1,0,2
901,0,0,0,0,0,0
902,0,0,0,0,0,0
903,0,0,0,0,0,0
904,1,0,1,0,0,1
905,0,1,0,1,0,2
906,0,1,0,1,0,2
907,0,0,0,0,0,0
908,0,0,0,0,0,0
909,0,1,0,1,0,2
911,0,1,0,1,0,2
912,0,0,0,0,0,0
913,0,0,0,0,0,0
914,0,0,0,0,0,0
915,0,0,0,0,0,0
916,0,1,0,1,0,2
917,0,1,0,1,0,2
918,0,0,0,0,0,0
919,0,1,0,1,0,2
920,0,0,0,0,0,0
921,0,1,0,1,0,2
923,0,1,0,1,0,2
924,1,0,1,0,0,1
925,0,0,0,0,0,0
926,0,1,0,1,0,2
927,0,1,0,1,0,2
928,0,1,0,1,0,2
929,0,1,0,1,0,2
930,1,0,2,0,0,1
931,0,1,0,3,0,2
933,0,0,0,0,0,0
934,1,0,1,0,0,1
935,0,1,0,1,0,2
936,1,0,1,0,0,1
937,0,1,0,1,0,2
938,0,0,0,0,0,0
939,1,0,1,0,0,1
940,0,0,0,0,0,0
941,0,1,0,1,0,2
942,0,0,0,0,0,0
943,1,0,1,0,0,1
944,0,1,0,1,0,2
945,1,0,1,0,0,1
946,0,0,0,0,0,0
947,0,1,0,1,0,2
948,1,0,1,0,0,1
949,0,0,0,0,0,0
950,0,0,0,0,0,0
951,0,0,0,0,0,0
952,0,1,0,1,0,2
953,1,0,1,0,0,1
954,1,0,1,0,0,1
955,0,1,0,1,0,2
956,0,0,0,0,0,0
957,0,1,0,1,0,2
958,1,0,1,0,0,1
959,0,0,0,0,0,0
960,0,0,0,0,0,0
961,0,0,0,0,0,0
962,0,1,0,1,0,2
963,0,1,0,2,0,2
964,0,0,0,0,0,0
965,0,0,0,0,0,0
966,0,1,0,1,0,2
967,1,0,1,0,0,1
968,0,0,0,0,0,0
969,1,0,1,0,0,1
971,0,0,0,0,0,0
972,0,1,0,1,0,2
973,0,0,0,0,0,0
974,1,0,1,0,0,1
975,1,0,1,0,0,1
976,0,1,0,1,0,2
977,0,1,0,1,0,2
978,0,0,0,0,0,0
979,0,0,0,0,0,0
980,0,0,0,0,0,0
981,1,0,1,0,0,1
982,0,0,0,0,0,0
983,0,1,0,1,0,2
984,0,0,0,0,0,0
985,0,0,0,0,0,0
986,0,1,0,1,0,2
987,1,0,1,0,0,1
988,0,0,0,0,0,0
989,1,0,1,0,0,1
990,1,0,1,0,0,1
991,0,1,0,1,0,2
992,0,0,0,0,0,0
993,1,0,3,0,0,1
994,0,1,0,1,0,2
995,1,0,1,0,0,1
996,0,0,0,0,0,0
997,0,0,0,0,0,0
998,0,1,0,1,0,2
999,0,0,0,0,0,0
1000,0,0,0,0,0,0
1001,0,1,0,1,0,2
1002,0,0,0,0,0,0
1003,0,0,0,0,0,0
1004,0,0,0,0,0,0
1006,0,1,0,1,0,2
1007,0,1,0,1,0,2
1008,0,0,0,0,0,0
1009,0,1,0,1,0,2
1010,0,0,0,0,0,0
1011,1,0,1,0,0,1
1013,0,0,0,0,0,0
1014,0,1,0,2,0,2
1015,0,0,0,0,0,0
1016,0,1,0,2,0,2
1017,1,0,1,0,0,1
1018,0,1,0,1,0,2
1019,0,1,0,2,0,2
1020,1,0,1,0,0,1
1021,0,0,0,0,0,0
1022,0,0,0,0,0,0
1023,0,0,0,0,0,0
1025,1,0,1,0,0,1
1026,1,0,1,0,0,1
1027,0,0,0,0,0,0
1028,0,1,0,1,0,2
1029,0,1,0,1,0,2
1030,0,0,0,0,0,0
1031,1,0,1,0,0,1
1032,0,0,0,0,0,0
1033,0,1,0,1,0,2
1034,1,0,1,0,0,1
1035,0,1,0,1,0,2
1036,0,1,0,2,0,2
1037,0,0,0,0,0,0
1038,0,1,0,1,0,2
1039,0,1,0,1,0,2
1040,0,1,0,1,0,2
1041,0,1,0,2,0,2
1042,0,0,0,0,0,0
1043,0,1,0,1,0,2
